rider_id,rider_name,location_id,kite_id,brand,model,size_m2,price_usd,coverage_score,skill_score,weight_score,direction_score,gust_score,overall_score
RDR10,João Pires,LOC05,92,F-One,Breeze,17.0,1577,0.261,0.235,0.0,0.397,0.965,0.293
RDR10,João Pires,LOC05,122,Core,Section,17.0,1294,0.261,0.235,0.0,0.397,0.965,0.293
RDR10,João Pires,LOC05,103,F-One,Diablo,17.0,2172,0.261,0.235,0.0,0.397,0.965,0.293
RDR10,João Pires,LOC05,119,Core,XR7,17.0,1353,0.258,0.232,0.0,0.397,0.965,0.291
RDR10,João Pires,LOC05,128,Core,Nexus,17.0,1861,0.258,0.232,0.0,0.397,0.965,0.291
RDR10,João Pires,LOC05,84,North,Neo,17.0,1118,0.258,0.232,0.0,0.397,0.965,0.291
RDR10,João Pires,LOC05,96,F-One,Strike,17.0,1588,0.258,0.232,0.0,0.397,0.965,0.291
RDR10,João Pires,LOC05,162,Ozone,Catalyst,17.0,1204,0.258,0.232,0.0,0.397,0.965,0.291
RDR10,João Pires,LOC05,152,Ozone,Enduro,17.0,2011,0.258,0.232,0.0,0.397,0.965,0.291
RDR11,Karina Silva,LOC01,265,Airush,Razor,9.0,1164,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,155,Ozone,Edge,9.0,1390,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,148,Ozone,Enduro,9.0,1557,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,141,Core,Free,9.0,2118,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,25,Duotone,Evo,9.0,1900,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,159,Ozone,Catalyst,9.0,1940,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,20,Duotone,Juice,9.0,1688,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,133,Core,Nexus,9.0,2120,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,102,F-One,Diablo,9.0,982,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,32,Cabrinha,Switchblade,9.0,914,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,185,Naish,Triad,9.0,1532,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,246,Airush,Ultra,9.0,1535,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,205,Naish,Hero,9.0,2120,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,256,Airush,Origin,9.0,2035,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,9,Duotone,Neo SLS,9.0,1042,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,124,Core,Section,9.0,1466,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,238,Airush,Lift,9.0,1145,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,15,Duotone,Dice,9.0,2061,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,2,Duotone,Rebel SLS,9.0,965,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,135,Core,Riot,9.0,1441,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,55,North,Orbit,9.0,1477,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,189,Naish,Boxer,9.0,2041,0.994,0.994,0.97,0.354,0.94,0.888
RDR11,Karina Silva,LOC01,255,Airush,Origin,10.0,2116,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,173,Ozone,Chrono,10.0,994,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,195,Naish,Boxer,10.0,1186,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,184,Naish,Triad,10.0,1413,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,8,Duotone,Neo SLS,10.0,1500,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,112,F-One,Revolt,10.0,2113,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,23,Duotone,Evo,10.0,2180,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,281,Reedin,Hyper Model,10.0,1667,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,275,Reedin,Expert Model,10.0,1682,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,80,North,Neo,10.0,1535,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,39,Cabrinha,Moto,10.0,1807,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,116,Core,XR7,10.0,1291,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,52,Cabrinha,Contra,10.0,1040,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,90,F-One,Bandit,10.0,1380,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,62,North,Carve,10.0,1624,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,12,Duotone,Dice,10.0,1234,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,266,Airush,Razor,10.0,2044,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,33,Cabrinha,Drifter,10.0,1894,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,208,Slingshot,Code,10.0,1977,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,202,Naish,Hero,10.0,943,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,271,Reedin,Super Model,10.0,1215,0.992,0.992,0.855,0.354,0.94,0.864
RDR11,Karina Silva,LOC01,93,F-One,Breeze,8.0,1323,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,83,North,Neo,8.0,1912,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,197,Naish,Slash,8.0,1758,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,248,Airush,Ultra,8.0,1944,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,209,Slingshot,Code,8.0,1818,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,201,Naish,Hero,8.0,1831,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,225,Slingshot,Crisis,8.0,1778,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,179,Naish,Pivot,8.0,1607,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,182,Naish,Triad,8.0,2141,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,3,Duotone,Rebel SLS,8.0,1934,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,75,North,Reach,8.0,1292,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,108,F-One,Revolt,8.0,1777,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,36,Cabrinha,Drifter,8.0,1625,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,42,Cabrinha,Nitro,8.0,1896,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,99,F-One,Strike,8.0,1177,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,151,Ozone,Enduro,8.0,1562,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,220,Slingshot,Ghost,8.0,1663,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,239,Airush,Lift,8.0,1259,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,154,Ozone,Edge,8.0,1797,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,262,Airush,Razor,8.0,2042,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,106,F-One,Diablo,8.0,1121,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,164,Ozone,Reo,8.0,989,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,14,Duotone,Dice,8.0,1546,0.941,0.938,0.916,0.354,0.94,0.847
RDR11,Karina Silva,LOC01,160,Ozone,Catalyst,11.0,1596,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,94,F-One,Breeze,11.0,2079,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,43,Cabrinha,Nitro,11.0,1019,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,283,Reedin,Hyper Model,11.0,1867,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,178,Naish,Pivot,11.0,1489,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,74,North,Reach,11.0,1568,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,229,Slingshot,Crisis,11.0,2059,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,26,Duotone,Evo,11.0,1390,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,7,Duotone,Neo SLS,11.0,1998,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,183,Naish,Triad,11.0,1621,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,67,North,Pulse,11.0,1042,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,38,Cabrinha,Moto,11.0,1275,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,269,Reedin,Super Model,11.0,1939,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,115,Core,XR7,11.0,2120,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,153,Ozone,Enduro,11.0,1961,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,193,Naish,Boxer,11.0,2049,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,245,Airush,Ultra,11.0,2106,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,137,Core,Riot,11.0,1822,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,101,F-One,Diablo,11.0,2004,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,172,Ozone,Chrono,11.0,1808,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,217,Slingshot,Ghost,11.0,1540,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,213,Slingshot,Rally,11.0,1203,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,95,F-One,Strike,11.0,1458,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,167,Ozone,Reo,11.0,1104,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,21,Duotone,Juice,11.0,2033,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,107,F-One,Revolt,11.0,2129,0.967,0.967,0.741,0.354,0.94,0.827
RDR11,Karina Silva,LOC01,6,Duotone,Neo SLS,7.0,1635,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,64,North,Carve,7.0,1267,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,280,Reedin,Hyper Model,12.0,1928,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,227,Slingshot,Crisis,12.0,959,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,278,Reedin,Expert Model,12.0,1155,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,76,North,Reach,7.0,2160,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,187,Naish,Triad,7.0,1259,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,31,Cabrinha,Switchblade,7.0,1592,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,254,Airush,Diamond,12.0,1051,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,212,Slingshot,Rally,12.0,1808,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,91,F-One,Breeze,7.0,1212,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,11,Duotone,Dice,7.0,1046,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,69,North,Pulse,12.0,1434,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,120,Core,XR7,7.0,2091,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,199,Naish,Slash,7.0,1472,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,251,Airush,Diamond,7.0,2179,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,226,Slingshot,Crisis,7.0,953,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,86,F-One,Bandit,12.0,2154,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,142,Core,Free,7.0,1859,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,240,Airush,Lift,7.0,1924,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,123,Core,Section,12.0,1279,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,129,Core,Nexus,7.0,1005,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,263,Airush,Razor,12.0,1207,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,65,North,Pulse,7.0,1842,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,45,Cabrinha,Nitro,7.0,1222,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,157,Ozone,Edge,7.0,1845,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,274,Reedin,Super Model,12.0,1379,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,260,Airush,Razor,7.0,1737,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,221,Slingshot,Ghost,12.0,2050,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,134,Core,Riot,12.0,2148,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,81,North,Neo,12.0,994,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,53,Cabrinha,Contra,7.0,1797,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,190,Naish,Boxer,7.0,1441,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,236,Slingshot,RPX,7.0,1896,0.884,0.881,0.801,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,161,Ozone,Catalyst,12.0,1511,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,192,Naish,Boxer,12.0,1121,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,100,F-One,Strike,12.0,1676,0.947,0.947,0.627,0.354,0.94,0.793
RDR11,Karina Silva,LOC01,113,F-One,Revolt,7.0,1471,0.878,0.875,0.801,0.354,0.94,0.789
RDR11,Karina Silva,LOC01,273,Reedin,Super Model,7.0,1386,0.878,0.875,0.801,0.354,0.94,0.789
RDR11,Karina Silva,LOC01,59,North,Orbit,7.0,2029,0.878,0.875,0.801,0.354,0.94,0.789
RDR11,Karina Silva,LOC01,150,Ozone,Enduro,7.0,975,0.878,0.875,0.801,0.354,0.94,0.789
RDR11,Karina Silva,LOC01,130,Core,Nexus,12.0,1720,0.937,0.937,0.627,0.354,0.94,0.788
RDR11,Karina Silva,LOC01,174,Ozone,Chrono,12.0,1667,0.937,0.937,0.627,0.354,0.94,0.788
RDR11,Karina Silva,LOC01,180,Naish,Pivot,12.0,1412,0.937,0.937,0.627,0.354,0.94,0.788
RDR11,Karina Silva,LOC01,118,Core,XR7,12.0,1905,0.937,0.937,0.627,0.354,0.94,0.788
RDR11,Karina Silva,LOC01,29,Cabrinha,Switchblade,12.0,1538,0.937,0.937,0.627,0.354,0.94,0.788
RDR11,Karina Silva,LOC01,41,Cabrinha,Nitro,12.0,1443,0.937,0.937,0.627,0.354,0.94,0.788
RDR11,Karina Silva,LOC01,200,Naish,Hero,12.0,1024,0.937,0.937,0.627,0.354,0.94,0.788
RDR11,Karina Silva,LOC01,156,Ozone,Edge,13.0,2031,0.893,0.893,0.512,0.354,0.94,0.741
RDR11,Karina Silva,LOC01,140,Core,Riot,13.0,1305,0.893,0.893,0.512,0.354,0.94,0.741
RDR11,Karina Silva,LOC01,82,North,Neo,13.0,1832,0.893,0.893,0.512,0.354,0.94,0.741
RDR11,Karina Silva,LOC01,58,North,Orbit,13.0,1583,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,47,Cabrinha,Nitro,13.0,2066,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,169,Ozone,Reo,13.0,1593,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,18,Duotone,Juice,13.0,1910,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,186,Naish,Triad,13.0,1169,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,60,North,Carve,13.0,1161,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,171,Ozone,Chrono,13.0,1365,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,158,Ozone,Catalyst,13.0,2028,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,224,Slingshot,Crisis,13.0,1652,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,223,Slingshot,Ghost,13.0,1489,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,97,F-One,Strike,13.0,2174,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,264,Airush,Razor,13.0,1616,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,126,Core,Section,13.0,1267,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,270,Reedin,Super Model,13.0,1589,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,30,Cabrinha,Switchblade,13.0,1824,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,198,Naish,Slash,13.0,1749,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,279,Reedin,Expert Model,13.0,1820,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,35,Cabrinha,Drifter,13.0,1289,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,242,Airush,Lift,13.0,1059,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,51,Cabrinha,Contra,13.0,1336,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,188,Naish,Boxer,13.0,1859,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,88,F-One,Bandit,13.0,1467,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,72,North,Reach,13.0,1043,0.881,0.881,0.512,0.354,0.94,0.734
RDR11,Karina Silva,LOC01,16,Duotone,Dice,14.0,1710,0.826,0.826,0.398,0.354,0.94,0.681
RDR11,Karina Silva,LOC01,216,Slingshot,Ghost,14.0,1594,0.826,0.826,0.398,0.354,0.94,0.681
RDR11,Karina Silva,LOC01,27,Duotone,Evo,14.0,1075,0.826,0.826,0.398,0.354,0.94,0.681
RDR11,Karina Silva,LOC01,4,Duotone,Rebel SLS,14.0,2016,0.826,0.826,0.398,0.354,0.94,0.681
RDR11,Karina Silva,LOC01,89,F-One,Bandit,14.0,1462,0.826,0.826,0.398,0.354,0.94,0.681
RDR11,Karina Silva,LOC01,49,Cabrinha,Contra,14.0,1514,0.826,0.826,0.398,0.354,0.94,0.681
RDR11,Karina Silva,LOC01,258,Airush,Origin,14.0,1026,0.826,0.826,0.398,0.354,0.94,0.681
RDR11,Karina Silva,LOC01,78,North,Neo,14.0,1869,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,98,F-One,Strike,14.0,2055,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,194,Naish,Boxer,14.0,1850,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,125,Core,Section,14.0,1105,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,204,Naish,Hero,14.0,2100,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,166,Ozone,Reo,14.0,1928,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,177,Naish,Pivot,14.0,1841,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,250,Airush,Diamond,14.0,2054,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,231,Slingshot,Crisis,14.0,1829,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,284,Reedin,Hyper Model,14.0,2160,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,232,Slingshot,RPX,14.0,1001,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,136,Core,Riot,14.0,2030,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,71,North,Reach,14.0,1793,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,111,F-One,Revolt,14.0,1968,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,146,Ozone,Enduro,14.0,1271,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,175,Ozone,Chrono,14.0,1743,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,277,Reedin,Expert Model,14.0,1884,0.823,0.823,0.398,0.354,0.94,0.679
RDR11,Karina Silva,LOC01,235,Slingshot,RPX,5.0,1127,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,61,North,Carve,5.0,1632,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,117,Core,XR7,5.0,1900,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,77,North,Reach,5.0,900,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,282,Reedin,Hyper Model,5.0,1586,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,147,Ozone,Enduro,5.0,1086,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,68,North,Pulse,5.0,1718,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,144,Core,Free,5.0,2124,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,261,Airush,Razor,5.0,2192,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,230,Slingshot,Crisis,5.0,1087,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,1,Duotone,Rebel SLS,5.0,1109,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,37,Cabrinha,Moto,5.0,1292,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,5,Duotone,Neo SLS,5.0,1589,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,207,Slingshot,Code,5.0,1443,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,272,Reedin,Super Model,5.0,1239,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,44,Cabrinha,Nitro,5.0,1017,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,249,Airush,Ultra,5.0,1383,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,132,Core,Nexus,5.0,1408,0.466,0.463,0.572,0.354,0.94,0.517
RDR11,Karina Silva,LOC01,110,F-One,Revolt,15.0,1641,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,46,Cabrinha,Nitro,15.0,2118,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,114,Core,XR7,15.0,1334,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,210,Slingshot,Code,15.0,1825,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,145,Core,Free,15.0,2136,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,57,North,Orbit,15.0,1089,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,237,Slingshot,RPX,15.0,1351,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,268,Reedin,Super Model,15.0,1181,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,79,North,Neo,15.0,2196,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,222,Slingshot,Ghost,15.0,1741,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,70,North,Pulse,15.0,2121,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,149,Ozone,Enduro,15.0,1914,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,19,Duotone,Juice,15.0,2185,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,87,F-One,Bandit,15.0,1225,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,138,Core,Riot,15.0,1374,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,276,Reedin,Expert Model,15.0,1308,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,259,Airush,Razor,15.0,1225,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,214,Slingshot,Rally,15.0,2196,0.567,0.567,0.283,0.354,0.94,0.516
RDR11,Karina Silva,LOC01,13,Duotone,Dice,15.0,1349,0.567,0.567,0.283,0.354,0.94,0.516
